MM,MM_ReasonForExclusion,CRJ_after_cleaning,CRJ,CRJ_ReasonForExlcusion,Consensus,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
No,Patent,No,No,Patent,1,0,"J Ji, BX Ling, S Sutherland",Novel diagnostic algorithm for acute kidney injury in hospitalized children,2016,"US Patent App. 14/485,575",Google Patents,https://patents.google.com/patent/US20160317075A1/en,,323,2020-07-21 11:39:01,,,,0,0,0,3,4,"… 2018, The artificial intelligence clinician learns optimal treatment strategies for sepsis in intensive care … 2017, Unintended consequences of machine learning in medicine … 2018, Multicentre validation of a sepsis prediction algorithm using only vital sign data in the emergency …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not about sepsis onset,1,3,"J Keim-Malpass, MT Clark, DE Lake…",Towards development of alert thresholds for clinical deterioration using continuous predictive analytics monitoring,2019,Journal of Clinical …,Springer,https://link.springer.com/content/pdf/10.1007/s10877-019-00361-5.pdf,"https://scholar.google.com/scholar?cites=1678824253661663214&as_sdt=2005&sciodt=0,5&hl=en",406,2020-07-21 11:39:01,PDF,,,3,3,1,4,1,"… 25. Nemati S, Holder A, Razmi F, et al. An interpretable machine learning model for accurate prediction of sepsis in the ICU. Crit Care Med. 2017;46:547. 26. Calvert JS, Price DA, Chettipally UK, et al. A computa- tional approach to early sepsis detection. Comput Biol Med …"
No,Patent,No,No,Patent,1,1,"J Khan, M Ringnér, C Peterson, P Meltzer","Methods for analyzing high dimensional data for classifying, diagnosing, prognosticating, and/or predicting diseases and other biological states",2011,"US Patent 8,065,092",Google Patents,https://patents.google.com/patent/US8065092B2/en,"https://scholar.google.com/scholar?cites=10273112254829215002&as_sdt=2005&sciodt=0,5&hl=en",690,2020-07-21 11:39:01,,,,1,0.11,0,4,9,"… COMPUTATIONAL MOLECULAR BIOLOGY; G16B40/00—ICT specially adapted for biostatistics; ICT specially adapted for bioinformatics-related machine learning or data mining, eg knowledge discovery or pattern finding. G—PHYSICS; …"
No,"Out of scope: ED, Septic Shock",No,No,"Non-ICU populations, ED, septic shock",1,1,"J Kim, HL Chang, D Kim, DH Jang, I Park, K Kim",Machine learning for prediction of septic shock at initial triage in emergency department,2020,Journal of critical care,Elsevier,https://www.sciencedirect.com/science/article/pii/S0883944119301534,"https://scholar.google.com/scholar?cites=11719776100895232317&as_sdt=2005&sciodt=0,5&hl=en",49,2020-07-21 11:39:01,HTML,,,1,1,0,6,1,… Machine learning for prediction of septic shock at initial triage in emergency department … Abstract. Background. We hypothesized utilizing machine learning (ML) algorithms for screening septic shock in ED would provide better accuracy than qSOFA or MEWS. Methods …
No,Not about Sepsis Prediction,No,No,Out of scope: Not about sepsis onset,1,0,"J Li, A Birkenheuer, M Levy, S Nordone",Kinetics of TREM-1 expression on canine neutrophils after in vitro and in vivo stimulation with microbial products,2010,Critical Care,Springer,https://link.springer.com/article/10.1186/cc9138,,570,2020-07-21 11:39:01,,,,0,0,0,4,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not about sepsis onset,1,0,"J Li, S Pan, X Li, L Jia, Y Zhao",Screening Critical Patients with Optimized Classifier Based on Multi Objective Quantum,2020,Data Analysis and …,manu44.magtech.com.cn,http://manu44.magtech.com.cn/Jwk_infotech_wk3/EN/abstract/abstract4744.shtml,,351,2020-07-21 11:39:01,,,,0,0,0,5,1,"Page 1. 总第 36 期 2019 年 第 12 期 通讯作者: 李雪岩, ORCID: 0000-0002-7551- 0502, E-mail: gongye1632006@163.com。 *本文系北京市社会科学基金项目“ 大数据时代面向首都精细化管理的城市发展研究”(项目编号: 19ZDA05 …"
No,Patent,No,No,Patent,1,0,"J Margarito, BJ Bakker…",Risk assessment of disseminated intravascular coagulation,2020,US Patent App. 16 …,Google Patents,https://patents.google.com/patent/US20200118687A1/en,,634,2020-07-21 11:39:01,,,,0,0,0,3,1,US20200118687A1 - Risk assessment of disseminated intravascular coagulation - Google Patents. Risk assessment of disseminated intravascular coagulation. Download PDF Info. Publication number US20200118687A1. US20200118687A1 …
No,Thesis,No,No,Thesis,1,0,J Mathias,"Modern Approaches to Sepsis-Evolving Definitions, Clinician Roles and Ai-based Diagnostic Aids",2018,,search.proquest.com,http://search.proquest.com/openview/5c0a509cfda846c03d165eaedd3d5ecd/1?pq-origsite=gscholar&cbl=18750&diss=y,,158,2020-07-21 11:39:01,,,,0,0,0,1,2,"… 19 SEPSIS PREDICTION WITH MACHINE LEARNING..... 20 … fatigue, potentially neutralizing the benefits of an automated sepsis detection system. Page 31. 19 MACHINE LEARNING : A PREDICTIVE, RATHER THAN REACTIVE, TOOL …"
No,Abstract,No,No,Abstract,1,10,"J Morrill, A Kormilitzin…",The signature-based model for early detection of sepsis from electronic health records in the intensive care unit,2019,2019 Computing in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005805/,"https://scholar.google.com/scholar?cites=5201343620789072041&as_sdt=2005&sciodt=0,5&hl=en",252,2020-07-21 11:39:01,,,,10,10,3,3,1,"… increase significantly for each hour of delay in receipt of antibiotics [2]. Here we propose a signature-based, machine learning approach to … of levels of bilirubin to crea- tinine, were introduced following the work [18] where the authors showed their importance in sepsis detection …"
No,Not about Sepsis Prediction,No,No,"Not peer-reviewed, website",1,0,J Nolan,New developments in CPR,2019,,intensive.org,https://www.intensive.org/ISICEM_News/SICEM_2019_Thursday.pdf,,619,2020-07-21 11:39:01,PDF,,,0,0,0,1,1,"… is the potential use of artificial intelligence (AI) to assist dispatchers in making those decisions around whether a caller is likely to be describing somebody in cardiac arrest (CA).” He cited the work of Blomberg et al. (2019)2, who trained a machine learning framework to …"
No,"Out of scope: ED, Mortality Prediction",No,No,Out of scope: Mortality prediction,1,1,"J Park, S Lee",Mortality Prediction of Older Adults Admitted to the Emergency Department,2018,KIPS Transactions on Software and Data …,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO201824236535977.page,"https://scholar.google.com/scholar?cites=6055824535886450452&as_sdt=2005&sciodt=0,5&hl=en",375,2020-07-21 11:39:01,,,,1,0.5,1,2,2,"… 8; SP Shashikumar, MD Stanley, I. Sadiq, Q. Li, A. Holder, GD Clifford, and S. Nemati, ""Early sepsis detection in critical … and Z. Obermeyer, ""Short-term Mortality Prediction for Elderly Patients Using Medicare Claims Data,"" International journal of Machine Learning and Computing …"
No,Non-human species,No,No,Non-human species,1,1,"J Pastré, NDF Caires, M Delehedde…",Differential kinetics of endothelial cell activation biomarkers E-selectin and endocan during nonlethal endotoxemia in 129Sv mice: a role for PMN-derived serine …,2010,Critical …,ccforum.biomedcentral.com,https://ccforum.biomedcentral.com/articles/10.1186/cc9145,"https://scholar.google.com/scholar?cites=5459705171817856746&as_sdt=2005&sciodt=0,5&hl=en",542,2020-07-21 11:39:01,,,,1,0.1,0,4,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Book chapter,No,No,Book chapter,1,0,"J Pérez-Fernández, NA Raimondi…",Digital Transformation: The Smart ICU,2020,Critical Care …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-33808-4_9,,152,2020-07-21 11:39:01,,,,0,0,0,3,1,"… Evaluating a sepsis prediction machine learning algorithm in the emergency department and intensive care unit: a before and after comparative study. bioRxiv:224014 … Lovejoy CA, Buch V, Maruhappu M. Artificial intelligence in the intensive care unit. Crit Care …"
No,Not about Sepsis Prediction,No,No,Out of scope: Evaluation of the impact of data uncertainty on the prediction of physiological patient deterioration,1,2,"J Reyes-García, H Galeana-Zapién…",Evaluation of the impact of data uncertainty on the prediction of physiological patient deterioration,2018,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8408455/,"https://scholar.google.com/scholar?cites=11020014243713884827&as_sdt=2005&sciodt=0,5&hl=en",639,2020-07-21 11:39:01,,,,2,1,1,3,2,"… involving other prediction approaches. Index Terms—Abnormal vital signs, physiological deterio- ration, data uncertainty, early prediction, machine learning, classification, linear regression. I. INTRODUCTION Monitoring patient's …"
No,Review,No,No,Review,1,0,"J Schenz, MA Weigand, F Uhle",Molecular and biomarker-based diagnostics in early sepsis: current challenges and future perspectives,2019,Expert Review of Molecular …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14737159.2020.1680285,,412,2020-07-21 11:39:01,,,,0,0,0,3,1,"… Moreover, the robustness of the biomarkers and technologies still has to be verified. Combining these technologies and clinical routine parameters with bioinformatic methods (eg, machine-learning algorithms) may revolutionize sepsis diagnostics …"
No,Abstract,No,No,Abstract,1,2,"J Singh, K Oshiro, R Krishnan, M Sato…",Utilizing Informative Missingness for Early Prediction of Sepsis,2019,2019 Computing in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005809/,"https://scholar.google.com/scholar?cites=5527427121496213110&as_sdt=2005&sciodt=0,5&hl=en",318,2020-07-21 11:39:01,,,,2,2,0,5,1,"… prove that when data is not MCAR, includ- ing patterns of feature missingness (or informative miss- ingness) is useful for machine learning models … The Utility Score metric was defined such that a positive utility score could be achieved by making a correct sepsis prediction up to …"
No,Perspective,No,No,Commentary/Opinion/Editorial,1,27,"J Stewart, P Sprivulis, G Dwivedi",Artificial intelligence and machine learning in emergency medicine,2018,Emergency Medicine …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1742-6723.13145,"https://scholar.google.com/scholar?cites=15994505113008047206&as_sdt=2005&sciodt=0,5&hl=en",208,2020-07-21 11:39:01,,,,27,13.5,9,3,2,"… ML applied to heart rate and BP dynamics can independently predict sepsis 4 h prior to clinical onset.24 Similarly, InSight is an accurate ML based sepsis prediction algorithm that is robust to missing data … Artificial Intelligence … Machine Learning: A Probabilistic Perspective, Vol …"
No,Not about Sepsis Prediction,No,No,Out of scope: Cardiology,1,0,"J Tan, Q Wang, W Shi, K Liang, B Yu, Q Mao",A Machine Learning Approach for Predicting Early Phase Postoperative Hypertension in Carotid Endarterectomy Patients,2020,Annals of Vascular Surgery,Elsevier,https://www.sciencedirect.com/science/article/pii/S0890509620305689,,264,2020-07-21 11:39:01,HTML,,,0,0,0,6,1,"… Among the available machine learning algorithms, gradient boosted regression trees (GBRT) is a particularly attractive approach for predictive modeling … has been successfully applied to a wide range of clinical prediction problems, such as early sepsis detection [ 11 ] and …"
No,Pediatric,No,No,Neonatal population,1,2,"J Thakur, SK Pahuja, R Pahuja",Neonatal sepsis prediction model for resource-poor developing countries,2018,2018 2nd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8465268/,"https://scholar.google.com/scholar?cites=12986397833607898995&as_sdt=2005&sciodt=0,5&hl=en",217,2020-07-21 11:39:01,,,,2,1,1,3,2,Page 1. 978-1-5386-5550-4/18/$31.00 ©2018 IEEE Neonatal Sepsis Prediction Model for Resource-Poor Developing … We speculate that other sophisticated machine learning techniques like ANN (artificial neural networks) can increase the prediction power of these models. VI …
No,Pediatric,No,No,Neonatal population,1,0,"J Thakur, SK Pahuja, R Pahuja",Temperature as a Predictor of Neonatal Sepsis,2020,Soft Computing: Theories and …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-0751-9_125,,328,2020-07-21 11:39:01,,,,0,0,0,3,1,"… Thakur, J., Pahuja, SK, Pahuja, R.: Neonatal sepsis prediction model for resource-poor developing countries … Taylor, RA, et al.: Prediction of in-hospital mortality in emergency department patients with sepsis: a local big data-driven, machine learning approach. Acad. Emerg …"
No,Pediatric,No,No,Neonatal population,1,2,"J Thakur, SK Pahuja, R Pahuja",Non-invasive prediction model for developing countries to predict SEPSIS in neonates,2019,"… Engineering: Applications, Basis …",World Scientific,https://www.worldscientific.com/doi/abs/10.4015/S1016237219500017,"https://scholar.google.com/scholar?cites=9671327145180926030&as_sdt=2005&sciodt=0,5&hl=en",497,2020-07-21 11:39:01,,,,2,2,1,3,1,"… Mahieu et al.14,15 developed Nosocomial sepsis prediction (NOSEP) score by using ¯ve parameters as predictors three of which requires … of in-hospital mor- tality in emergency department patients with sepsis: A local big data-driven, machine learning approach, Acad Emerg …"
No,Pediatric,No,No,Neonatal population,1,0,"J Thakur, SK Pahuja, R Pahuja","Performance comparison of prediction models for neonatal sepsis using logistic regression, multiple discriminant analysis and artificial neural network",2019,Biomedical Physics & …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/2057-1976/aaf677/meta,,522,2020-07-21 11:39:01,,,,0,0,0,3,1,"… MDA(NI)). Okascharoen et al [12] require two invasive parameters out of six predictors. Mahieu et al [14, 15] developed Nosocomial sepsis prediction (NOSEP) score need 3 invasive parameters out of 6 predictors. Also, all the …"
No,Patent,No,No,Patent,1,0,J Varshney,Systems and methods for full body circulation and drug concentration prediction,2019,"US Patent App. 16/197,260",Google Patents,https://patents.google.com/patent/US20190156933A1/en,,610,2020-07-21 11:39:01,,,,0,0,0,1,1,US20190156933A1 - Systems and methods for full body circulation and drug concentration prediction - Google Patents. Systems and methods for full body circulation and drug concentration prediction. Download PDF Info. Publication …
No,Not about Sepsis Prediction,No,No,Dissertation,1,0,J Venugopalan,ELECTRONIC HEALTH RECORDS (EHR) QUALITY CONTROL AND TEMPORAL DATA ANALYSIS FOR CLINICAL DECISION SUPPORT,2018,,smartech.gatech.edu,https://smartech.gatech.edu/handle/1853/62224,,607,2020-07-21 11:39:01,,,,0,0,0,1,2,"… 32 Figure 2.9: Sepsis prediction results- MCC (fcm = fuzzy c means, km = kmeans, EM = expectation maximization, R = “Recoverable”, NER = “Not-Easily-Recoverable” imputation). Excluding mean filling, NER models gave best performance …"
No,Not about Sepsis Prediction,No,No,Commentary/Opinion/Editorial,1,49,"J Wiens, S Saria, M Sendak, M Ghassemi, VX Liu…",Do no harm: a roadmap for responsible machine learning for health care,2019,Nature medicine,nature.com,https://www.nature.com/articles/s41591-019-0548-6,"https://scholar.google.com/scholar?cites=16933314609642974096&as_sdt=2005&sciodt=0,5&hl=en",304,2020-07-21 11:39:01,HTML,,,49,49,8,6,1,"… The potential impact of machine learning (ML) in health care warrants genuine enthusiasm … likely to succeed and fail is important; for example, sepsis-prediction models developed … has recently proposed a regulatory framework for modifications to artificial intelligence/ML-based …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not about sepsis onset,1,12,"J Yoon, WR Zame, M van der Schaar",Deep sensing: Active sensing using multi-directional recurrent neural networks,2018,International Conference on …,openreview.net,https://openreview.net/forum?id=r1SnX5xCb&noteId=r1SnX5xCb,"https://scholar.google.com/scholar?cites=14422140547542510544&as_sdt=2005&sciodt=0,5&hl=en",526,2020-07-21 11:39:01,,,,12,6,4,3,2,"… Predicting Labels: Given data (measured and inferred) until any time stamp T , we generate a prediction yT . The prediction rule can be learned from training data by any of various machine learning algorithms; we use a standard GRU-based RNN (Chung et al. (2014)) …"
No,Not about Sepsis Prediction,No,No,Book,1,0,"J Zimmerman, L Hylton",BMDO Technology Applications in Biomedicine,1996,,apps.dtic.mil,https://apps.dtic.mil/sti/citations/ADA338578,,702,2020-07-21 11:39:01,,,,0,0,0,2,24,"Page 1. üi..:r BMDO TECHNOLOGY APPLICATIONS 6 So/? ie</icifte- 'l Ballistic Missile I Defense Öipraizatiön . -..„ j..„,, _,. ,„, mrasäänftSittl Page 2. >Tte Ballistic Misste Organizafioh pip has , been a»mmWtecI to tie development …"
No,Abstract,No,No,Abstract,1,2,"JA Du, N Sadr, P de Chazal",Automated Prediction of Sepsis Onset Using Gradient Boosted Decision Trees,2019,2019 Computing in Cardiology …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005730/,"https://scholar.google.com/scholar?cites=1080896305447783856&as_sdt=2005&sciodt=0,5&hl=en",347,2020-07-21 11:39:01,,,,2,2,1,3,1,"… for healthcare systems, a number of studies have evaluated models for automated sepsis detection and their … systems of evaluating clinical data for prediction of sepsis using different machine learning algorithms such … Figure 1 depicts our automatic system for sepsis prediction …"
No,Perspective,No,No,Commentary/Opinion/Editorial,1,0,"JA Rolnick, MS JD, GE Weissman",Related Articles from PubMed,,journalofhospitalmedicine.com,,https://www.journalofhospitalmedicine.com/jhospmed/article/202628/hospital-medicine/early-warning-systems-neglected-importance-timing,,204,2020-07-21 11:39:01,HTML,,,0,0,0,3,,"… 2009;281-285. PubMed 7. Futoma J, Hariharan S, Sendak M, et al. An improved multi-output Gaussian process RNN with real-time validation for early sepsis detection. In Proceedings of the 2nd Machine Learning for Healthcare Conference (MLHC), Boston, MA, Aug 2017 …"
No,Thesis,No,No,Thesis,1,0,JA Zink,Reducing Sepsis Mortality: A Cloud-Based Alert Approach,2018,,scholarscompass.vcu.edu,https://scholarscompass.vcu.edu/etd/5697/,,558,2020-07-21 11:39:01,,,,0,0,0,1,2,"… To address this, Cerner Healthcare Corporation developed a cloud- based SIRS and sepsis detection algorithm that continually crawls (ie searches) the clinical Page 18. 5 … based on the continuously running sepsis-detection algorithm, a flashing red exclamation point …"
No,"Out of scope: Rule-based (not learnt) approach, not sepsis onset detection",No,No,"Out of scope: Not about sepsis onset, AWARD",1,0,"JB Perlin, E Jackson, C Hall, A Mindick…",2019 John M. Eisenberg Patient Safety and Quality Awards: SPOTting Sepsis to Save Lives: A Nationwide Computer Algorithm for Early Detection of Sepsis,2020,The Joint Commission …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1553725020300969,,172,2020-07-21 11:39:01,HTML,,,0,0,0,5,1,"… The resulting algorithm, referred to as SPOT (Sepsis Prediction and Optimization of Therapy), addressed … We quickly learned that a complex machine learning–based model was hard to interpret … SPOT is unique in linking algorithmic sepsis detection with existing clinical workflow …"
No,Out of scope: not ICU,No,No,"Non-ICU populations, ED",1,12,"JC Ginestra, HM Giannini…",Clinician perception of a machine learning–based early warning system designed to predict severe sepsis and septic shock,2019,Critical care …,cdn.journals.lww.com,https://cdn.journals.lww.com/ccmjournal/Fulltext/2019/11000/Clinician_Perception_of_a_Machine_Learning_Based.1.aspx,"https://scholar.google.com/scholar?cites=4336088480889564285&as_sdt=2005&sciodt=0,5&hl=en",65,2020-07-21 11:39:01,,,,12,12,4,3,1,Objective: To assess clinician perceptions of a machine learning–based early warning system to pre.
No,"Out of scope: Not about sepsis onset prediction (not temporal predictions), and septic shock focus",No,No,Out of scope: Septic shock,1,26,"JC Ho, CH Lee, J Ghosh",Imputation-enhanced prediction of septic shock in ICU patients,2012,… of the ACM SIGKDD workshop on …,researchgate.net,https://www.researchgate.net/profile/Joyce_Ho15/publication/265083798_Imputation-Enhanced_Prediction_of_Septic_Shock_in_ICU_Patients/links/5ba943c0a6fdccd3cb6fa205/Imputation-Enhanced-Prediction-of-Septic-Shock-in-ICU-Patients.pdf,"https://scholar.google.com/scholar?cites=14317169832750727282&as_sdt=2005&sciodt=0,5&hl=en",260,2020-07-21 11:39:01,PDF,,,26,3.25,9,3,8,… Categories and Subject Descriptors J.3 [Computer Application]: Life and medical sciences; I.2.6 [Artificial Intelligence]: Learning … 2.3 Sepsis and severe sepsis prediction Several approaches for identifying patients at risk for de- veloping sepsis have been proposed …
No,Pediatric,No,No,Pediatric population,1,2,"JC Jaramillo-Bustamante, A Marín-Agudelo…",Epidemiology of sepsis in pediatrics: first Colombian multicenter pilot survey,2010,Critical Care,Springer,https://link.springer.com/article/10.1186/cc9104,"https://scholar.google.com/scholar?cites=7184327105518999109&as_sdt=2005&sciodt=0,5&hl=en",528,2020-07-21 11:39:01,,,,2,0.2,1,3,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Not about Sepsis Prediction,No,No,Review,1,0,"JC Jaramillo-Bustamante, BE Piñeres-Olave…",SIRS o no SIRS:¿ es esa la infección? Una revisión crítica de los criterios de definición de sepsis,,scp.com.co,,https://scp.com.co/wp-content/uploads/2020/06/bmhim_202_19-jaramillo.pdf,,646,2020-07-21 11:39:01,PDF,,,0,0,0,3,,"Page 1. 1 SIRS o no SIRS: ¿es esa la infección? Una revisión crítica de los criterios de definición de sepsis Juan C. Jaramillo-Bustamante1,2,3*, Byron E. Piñeres-Olave4 y Sebastián González-Dambrauskas3,5 1Unidad de …"
No,Patent,No,No,Patent,1,0,"JC Murrish, K Kailasam, DS McNair, MA Ash…",Health information transformation system,2020,US Patent …,Google Patents,https://patents.google.com/patent/US10628553B1/en,,670,2020-07-21 11:39:01,,,,0,0,0,5,1,"US10628553B1 - Health information transformation system - Google Patents. Health information transformation system. Download PDF Info. Publication number US10628553B1. US10628553B1 US13/647,187 US201213647187A …"
No,Not about Sepsis Prediction,No,No,Out of scope: Pregnant women,1,0,JCM Santos,A Machine Learning Approach for Severe Maternal Morbidity Prediction at Rafael Calvo Clinic in Cartagena-Colombia,,… Information Systems and Industrial Management: 19th …,books.google.com,https://books.google.com/books?hl=en&lr=&id=zDPnDwAAQBAJ&oi=fnd&pg=PA208&dq=%22sepsis+prediction%22%7C%22sepsis+detection%22+%22machine+learning%22%7C%22artificial+intelligence%22&ots=reU-ntEDGv&sig=AkWWNV6ttST-Eo73eNsmQED5b08,,325,2020-07-21 11:39:01,,,,0,0,0,1,,"… about the early stages of pregnancy that facilitate the use of artificial intelligence techniques for … References 1. Caicedo-Torres, W., Paternina, A., Pinzón, H.: Machine learning models for early … 47955-221 2. Calvert, JS, et al.: A computational approach to early sepsis detection …"
No,Out of scope: Not about sepsis onset prediction with ML,No,No,Out of scope: Sepsis fast test,1,1,"JD Parente, D Lee, J Lin, JG Chase, GM Shaw",A fast and accurate diagnostic test for severe sepsis using model-based insulin sensitivity and clinical data,2010,Critical Care,Springer,https://link.springer.com/article/10.1186/cc9116,"https://scholar.google.com/scholar?cites=8095390851831696220&as_sdt=2005&sciodt=0,5&hl=en",548,2020-07-21 11:39:01,,,,1,0.1,0,5,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,review,No,No,Review,1,1,"JDJ Plate, RR van de Leur…","Incorporating repeated measurements into prediction models in the critical care setting: a framework, systematic review and meta-analysis",2019,BMC medical …,bmcmedresmethodol.biomedcentral …,https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/s12874-019-0847-0,"https://scholar.google.com/scholar?cites=326205526192198005&as_sdt=2005&sciodt=0,5&hl=en",501,2020-07-21 11:39:01,HTML,,,1,1,0,3,1,"The incorporation of repeated measurements into multivariable prediction research may greatly enhance predictive performance. However, the methodological possibilities vary widely and a structured overview of the possible and utilized approaches lacks. Therefore, we [1] propose …"
No,Out of scope: Cost impact model for sepsis,No,No,Out of scope: Economic burden,1,0,"JE Schneider, J Romanowsky, P Schuetz, I Stojanovic…",and Outcomes Research,,jheor.org,,https://jheor.org/article/12637.pdf,,470,2020-07-21 11:39:01,PDF,,,0,0,0,5,,"… HostDx Sepsis HostDx Sepsis is a novel, blood-based host response test that measures expression of 29 human host mRNAs and interprets them with an advanced proprietary machine learning algorithm to output … Standard of Care or HostDx Sepsis Prediction Combinations …"
No,Review,No,No,Review,1,0,"JE Stewart, FJ Rybicki…",Medical Specialties Involved in Artificial Intelligence Research: Is There a Leader,2020,Tasman Medical …,tasmanmedicaljournal.com,https://tasmanmedicaljournal.com/2020/02/medical-specialties-involved-in-artificial-intelligence-research-is-there-a-leader/,,309,2020-07-21 11:39:01,HTML,,,0,0,0,3,1,"… TOPIC: (""machine learning"") OR TOPIC: (""deep learning"") OR TOPIC: (""artificial intelligence"") Refined by … and exponentially increase in yearly publications involving AI, machine learning, and deep … Multicentre validation of a sepsis prediction algorithm using only vital sign data in …"
No,review,No,No,Review,1,41,"JF Timsit, M Bassetti, O Cremer, G Daikos…",Rationalizing antimicrobial therapy in the ICU: a narrative review,2019,Intensive care …,Springer,https://link.springer.com/content/pdf/10.1007/s00134-019-05520-5.pdf,"https://scholar.google.com/scholar?cites=14449319158485421289&as_sdt=2005&sciodt=0,5&hl=en",675,2020-07-21 11:39:01,PDF,,,41,41,8,5,1,"… admission are actually viral [53, 54]. In 2016, the Sepsis-3 task force introduced the quick sepsis-related organ failure assessment score (qSOFA), a bedside clinical tool for early sepsis detection [55]. Although the predictive value of …"
No,Out of scope: Not about sepsis onset prediction,No,No,Out of scope: Microbiology,1,0,"JJ Carreno, R Eaton, L Itro, F Babowicz…",Time to clinical response in sepsis associated with an algorithm for blood-culture pathogen identification using matrix-assisted laser desorption ionization time-of-flight …,2019,American Journal of …,academic.oup.com,https://academic.oup.com/ajhp/article-abstract/76/7/460/5382449,,487,2020-07-21 11:39:01,,,,0,0,0,5,1,"AbstractPurpose. Antimicrobial stewardship programs (ASPs) can be aided by using rapid diagnostics (RDT). However, there are limited data evaluating the impact."
No,Out of scope: Not about sepsis onset prediction,No,No,Out of scope: Experimental Sepsis,1,0,"JJ Schentag, S Rehberg, BW Footer…",Modeling sepsis induced by methicillin-resistant Staphylococcus aureus infection: a human/ovine approach,2010,Critical …,ccforum.biomedcentral.com,https://ccforum.biomedcentral.com/articles/10.1186/cc9152,,560,2020-07-21 11:39:01,,,,0,0,0,4,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,review,No,No,Review,1,51,"JK Dhanoa, RS Sethi, R Verma, JS Arora…",Long non-coding RNA: its evolutionary relics and biological implications in mammals: a review,2018,Journal of animal …,Springer,https://link.springer.com/article/10.1186/s40781-018-0183-7,"https://scholar.google.com/scholar?cites=5520362324038506733&as_sdt=2005&sciodt=0,5&hl=en",511,2020-07-21 11:39:01,HTML,,,51,25.5,10,5,2,"… The lncRNAs can also be used as biomarkers for sepsis detection in patients [22] … and computational methods including microarray, SAGE, RNA-immuno-precipitation RNA-Seq, in silico identification of open reading frame (ORF) and by machine learning techniques [63] …"
No,Out of scope: Not ICU,No,No,Review,1,2,"JK Valik, L Ward, H Tanushi, K Müllersdorf…",Validation of automated sepsis surveillance based on the Sepsis-3 clinical criteria against physician record review in a general hospital population …,2020,BMJ quality & …,qualitysafety.bmj.com,https://qualitysafety.bmj.com/content/early/2020/02/06/bmjqs-2019-010123.abstract,"https://scholar.google.com/scholar?cites=1159744585319567077&as_sdt=2005&sciodt=0,5&hl=en",170,2020-07-21 11:39:01,HTML,,,2,2,0,5,1,Skip to main content. Viewing from: Google Indexer. BMJ Journals. Subscribe; Log In More …
No,Not about Sepsis Prediction,No,No,Commentary/Opinion/Editorial,1,0,JL Clarke,The Proceedings of Medical Quality 2018: Improving Population Health Through Health Equity and Patient Advocacy,2019,American Journal of Medical Quality,journals.sagepub.com,https://journals.sagepub.com/doi/full/10.1177/1062860618822579,,632,2020-07-21 11:39:01,,,,0,0,0,1,1,Skip to main content …
No,Book chapter,No,No,Book chapter,1,2,"JL Darby, JM Kahn",The use of health information technology to improve sepsis care,2017,Annual Update in Intensive Care and Emergency …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-51908-1_39,"https://scholar.google.com/scholar?cites=9889563476516950871&as_sdt=2005&sciodt=0,5&hl=en",394,2020-07-21 11:39:01,,,,2,0.67,1,2,3,… some degree of EMR use [6]. As computing power increases and artificial intelligence systems become … to better use the unstructured data in the EMR and machine learning techniques to … the way clinicians think about sepsis could help both improve sepsis detection and reduce …
